Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/Delete_role_before_employee_shouldgiveerror_OR/mat-cell_RVINC""))",Chrome 77.0.3865.90,,,2019-10-11 16:19:50,2019-10-11 16:19:50,0.080s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:19:50,2019-10-11 16:19:51,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/Delete_role_before_employee_shouldgiveerror_OR/i_delete""))",Chrome 77.0.3865.90,,,2019-10-11 16:19:51,2019-10-11 16:19:51,0.102s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:19:51,2019-10-11 16:19:52,1.004s,PASSED
"verifyTextPresent(""Do you want to delete RVINN Role?"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:19:52,2019-10-11 16:19:52,0.098s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:19:52,2019-10-11 16:19:53,1.001s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/Delete_role_before_employee_shouldgiveerror_OR/button_Ok""))",Chrome 77.0.3865.90,,,2019-10-11 16:19:53,2019-10-11 16:19:53,0.079s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:19:53,2019-10-11 16:19:54,1.003s,PASSED
"verifyTextPresent(""Cannot delete a role associated with employees"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:19:54,2019-10-11 16:19:54,0.109s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:19:54,2019-10-11 16:19:55,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/Delete_role_before_employee_shouldgiveerror_OR/button_OK (1)""))",Chrome 77.0.3865.90,,,2019-10-11 16:19:55,2019-10-11 16:19:55,0.078s,PASSED
closeBrowser(),Chrome 77.0.3865.90,,,2019-10-11 16:19:55,2019-10-11 16:19:56,1.020s,PASSED
,,,,,,,
Test Cases/Employee/Employee/Delete/Delete_Employee_ShouldSucceed,Chrome 77.0.3865.90,Deleting a role should succeed.,,2019-10-11 16:19:56,2019-10-11 16:20:06,10.193s,FAILED
"callTestCase(findTestCase(""Login/AdminLogin_ShouldSucceed""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:19:56,2019-10-11 16:20:04,7.311s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Delete_OR/Delete_Employee_ShouldSucceed/Page_Unified Wallet/div_more_vert_hamburgerWrapper""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:20:04,2019-10-11 16:20:05,1.701s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Delete_OR/Delete_Employee_ShouldSucceed/Page_Unified Wallet/a_account_circleEmployee""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:05,2019-10-11 16:20:06,0.601s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee/Delete_OR/Delete_Employee_ShouldSucceed/Page_Unified Wallet/a_account_circleEmployee_1""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:06,2019-10-11 16:20:06,0.388s,FAILED
,,,,,,,
Test Cases/Employee/Employee_Role_And_Task/Task Group/Delete/Delete_RoleActive_ShouldFail,Chrome 77.0.3865.90,Deleting a role should succeed.,,2019-10-11 16:20:06,2019-10-11 16:20:21,14.242s,FAILED
"callTestCase(findTestCase(""Login/AdminLogin_ShouldSucceed""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:20:07,2019-10-11 16:20:15,8.850s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleActive_ShouldGiveErrorMessage/div_more_vert_hamburgerWrapper""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:20:15,2019-10-11 16:20:20,4.647s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleActive_ShouldGiveErrorMessage/a_account_circleEmployee""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:20,2019-10-11 16:20:20,0.087s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleActive_ShouldGiveErrorMessage/a_assignmentRole And Task""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:20,2019-10-11 16:20:21,0.418s,FAILED
,,,,,,,
Test Cases/Employee/Employee_Role_And_Task/Roles/Delete/Delete_Roles_ShouldSucceed,Chrome 77.0.3865.90,,,2019-10-11 16:20:21,2019-10-11 16:20:35,14.388s,FAILED
"callTestCase(findTestCase(""Login/AdminLogin_ShouldSucceed""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:20:21,2019-10-11 16:20:29,8.250s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/div_more_vert_hamburgerWrapper""), OPTIONAL)",Chrome 77.0.3865.90,,,2019-10-11 16:20:29,2019-10-11 16:20:29,0.076s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/a_account_circleEmployee""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:29,2019-10-11 16:20:29,0.092s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/a_assignmentRole And Task""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:29,2019-10-11 16:20:29,0.087s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:29,2019-10-11 16:20:30,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/mat-cell_1112""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:30,2019-10-11 16:20:30,0.076s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:30,2019-10-11 16:20:31,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/i_delete""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:31,2019-10-11 16:20:31,0.097s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:31,2019-10-11 16:20:32,1.001s,PASSED
"verifyTextPresent(""Do you want to delete"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:20:32,2019-10-11 16:20:32,0.093s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:32,2019-10-11 16:20:33,1.001s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Roles_OR/Delete_OR/button_Ok""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:33,2019-10-11 16:20:34,0.047s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:34,2019-10-11 16:20:35,1.002s,PASSED
"verifyTextPresent(""deleted successfully"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:20:35,2019-10-11 16:20:35,0.394s,FAILED
,,,,,,,
Test Cases/Employee/Employee_Role_And_Task/Task Group/Delete/Delete_RoleInactive_ShouldSucceed,Chrome 77.0.3865.90,,,2019-10-11 16:20:35,2019-10-11 16:20:53,18.156s,FAILED
"callTestCase(findTestCase(""Login/AdminLogin_ShouldSucceed""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,,,2019-10-11 16:20:35,2019-10-11 16:20:43,7.797s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleInactive_ShouldSucceed/div_more_vert_hamburgerWrapper""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:43,2019-10-11 16:20:47,3.625s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleInactive_ShouldSucceed/a_account_circleEmployee""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:47,2019-10-11 16:20:47,0.084s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleInactive_ShouldSucceed/a_assignmentRole And Task""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:47,2019-10-11 16:20:47,0.083s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleInactive_ShouldSucceed/div_Task Group""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:47,2019-10-11 16:20:47,0.633s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:47,2019-10-11 16:20:48,1.002s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleInactive_ShouldSucceed/mat-cell_TVINC""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:48,2019-10-11 16:20:48,0.106s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:48,2019-10-11 16:20:49,1.001s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleInactive_ShouldSucceed/i_delete""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:49,2019-10-11 16:20:50,0.090s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:50,2019-10-11 16:20:51,1.002s,PASSED
"verifyTextPresent(""Do you want to delete"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:20:51,2019-10-11 16:20:51,0.103s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:51,2019-10-11 16:20:52,1.003s,PASSED
"click(findTestObject(""Object Repository/Employee/Employee_Role_And_Task_OR/Task Group_OR/Delete_OR/Delete_RoleInactive_ShouldSucceed/button_Ok""))",Chrome 77.0.3865.90,,,2019-10-11 16:20:52,2019-10-11 16:20:52,0.063s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-11 16:20:52,2019-10-11 16:20:53,1.002s,PASSED
"verifyTextPresent(""deleted successfully"", false)",Chrome 77.0.3865.90,,,2019-10-11 16:20:53,2019-10-11 16:20:53,0.404s,FAILED
